case_id,dataset_type,scenario_id,group_id,label,metric_score,metric_trigger,log_score,log_trigger,and_trigger,score_fusion,soft_fusion_trigger,split
mali_6_1.csv,mali,scenario_6,mali_scenario_6,1,0.027222708,1,0.6925076069530772,1,1,0.018851932371862393,1,test
mali_6_10.csv,mali,scenario_6,mali_scenario_6,1,0.03286458,1,0.0718992037425727,0,0,0.0023629371333340797,0,test
mali_6_11.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.7325871412953116,1,1,0.01877273377058767,1,test
mali_6_12.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.3922602798150694,1,1,0.010051770481153065,1,test
mali_6_13.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.3328181240605826,1,1,0.008528549963310312,1,test
mali_6_14.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.3819483604597763,1,1,0.009787524897510405,1,test
mali_6_15.csv,mali,scenario_6,mali_scenario_6,1,0.028533258,1,0.3021027966337922,1,1,0.008619977038873523,1,test
mali_6_16.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.0671019980675791,0,0,0.0017195059456952177,0,test
mali_6_17.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.5258310979908309,1,1,0.013474557024607226,1,test
mali_6_18.csv,mali,scenario_6,mali_scenario_6,1,0.03286458,1,0.5468903814833318,1,1,0.017973322693489474,1,test
mali_6_19.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.5580094255728764,1,1,0.014299134938727328,1,test
mali_6_2.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.9175691809530244,1,1,0.023512946077200756,1,test
mali_6_20.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.6974704436641164,1,1,0.017872859368797,1,test
mali_6_21.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.8405860345289593,1,1,0.021540233165415455,1,test
mali_6_22.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.4425583803466381,1,1,0.011340672233886349,1,test
mali_6_23.csv,mali,scenario_6,mali_scenario_6,1,0.028533258,1,0.327405752359608,1,1,0.009341952802760803,1,test
mali_6_24.csv,mali,scenario_6,mali_scenario_6,1,0.028533258,1,0.0552973793857099,0,0,0.001577814392736342,0,test
mali_6_3.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.7121621074280642,1,1,0.018249337028505754,1,test
mali_6_4.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.6528621902199176,1,1,0.016729761409968274,1,test
mali_6_5.csv,mali,scenario_6,mali_scenario_6,1,0.027222708,1,0.6925076069530772,1,1,0.018851932371862393,1,test
mali_6_6.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.9175691809530244,1,1,0.023512946077200756,1,test
mali_6_7.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.7121621074280642,1,1,0.018249337028505754,1,test
mali_6_8.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.6528621902199176,1,1,0.016729761409968274,1,test
mali_6_9.csv,mali,scenario_6,mali_scenario_6,1,0.025625257,1,0.3862252276743541,1,1,0.009897120719038834,1,test
mali_7_1.csv,mali,scenario_7,mali_scenario_7,1,0.04170083,1,0.5213931114800403,1,1,0.02174252550500021,1,test
mali_7_10.csv,mali,scenario_7,mali_scenario_7,1,0.052428816,1,0.5349473965084434,1,1,0.02804665862122022,1,test
mali_7_11.csv,mali,scenario_7,mali_scenario_7,1,0.033669133,1,0.6149528932678259,1,1,0.020704930752169233,1,test
mali_7_12.csv,mali,scenario_7,mali_scenario_7,1,0.033669133,1,0.5130623346205073,1,1,0.017274363981628363,1,test
mali_7_13.csv,mali,scenario_7,mali_scenario_7,1,0.05789097,1,0.446534329752381,1,1,0.025850305487665197,1,test
mali_7_14.csv,mali,scenario_7,mali_scenario_7,1,0.033771664,1,0.4045887088791723,1,1,0.013663633934461223,1,test
mali_7_15.csv,mali,scenario_7,mali_scenario_7,1,0.027865488,1,0.6785356028975713,1,1,0.01890772570011504,1,test
mali_7_16.csv,mali,scenario_7,mali_scenario_7,1,0.29637045,1,0.595050964377806,1,1,0.17635552208558436,1,test
mali_7_17.csv,mali,scenario_7,mali_scenario_7,1,0.027865488,1,0.5404972012295285,1,1,0.015061218274895012,1,test
mali_7_18.csv,mali,scenario_7,mali_scenario_7,1,0.025625257,1,0.4547380735099429,1,1,0.011652780001377178,1,test
mali_7_19.csv,mali,scenario_7,mali_scenario_7,1,0.033669133,1,0.5149565481682596,1,1,0.01733814050949804,1,test
mali_7_2.csv,mali,scenario_7,mali_scenario_7,1,0.033669133,1,0.5838989149671469,1,1,0.019659370226584556,1,test
mali_7_20.csv,mali,scenario_7,mali_scenario_7,1,0.052428816,1,0.5041856669524051,1,1,0.02643385756248493,1,test
mali_7_21.csv,mali,scenario_7,mali_scenario_7,1,0.025625257,1,0.5483661687851814,1,1,0.014052024005225651,1,test
mali_7_22.csv,mali,scenario_7,mali_scenario_7,1,0.025625257,1,0.5307295035643784,1,1,0.013600079926319612,1,test
mali_7_23.csv,mali,scenario_7,mali_scenario_7,1,0.052428816,1,0.6600007743207842,1,1,0.03460305915672192,1,test
mali_7_24.csv,mali,scenario_7,mali_scenario_7,1,0.05789097,1,0.5415222397451634,1,1,0.03134924773542006,1,test
mali_7_3.csv,mali,scenario_7,mali_scenario_7,1,0.033669133,1,0.5803269657900707,1,1,0.01953910579467234,1,test
mali_7_4.csv,mali,scenario_7,mali_scenario_7,1,0.033669133,1,0.5752803977108082,1,1,0.019369192222818094,1,test
mali_7_5.csv,mali,scenario_7,mali_scenario_7,1,0.04170083,1,0.5213931114800403,1,1,0.02174252550500021,1,test
mali_7_6.csv,mali,scenario_7,mali_scenario_7,1,0.033669133,1,0.5838989149671469,1,1,0.019659370226584556,1,test
mali_7_7.csv,mali,scenario_7,mali_scenario_7,1,0.033669133,1,0.5803269657900707,1,1,0.01953910579467234,1,test
mali_7_8.csv,mali,scenario_7,mali_scenario_7,1,0.033669133,1,0.5752803977108082,1,1,0.019369192222818094,1,test
mali_7_9.csv,mali,scenario_7,mali_scenario_7,1,0.025625257,1,0.5387425466488815,1,1,0.013805416214712077,1,test
anom_13_1.csv,anom,scenario_13,anom_scenario_13,0,0.03286458,1,0.1334447209209527,0,0,0.004385604706284323,0,test
anom_13_10.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0399679476289999,0,0,0.001024188929755663,0,test
anom_13_11.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0399679476289999,0,0,0.001024188929755663,0,test
anom_13_12.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0735214877439926,0,0,0.0018840070184621604,0,test
anom_13_13.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0909019004254603,0,0,0.0023293845601908294,0,test
anom_13_14.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.102076037452563,0,0,0.002615724693263552,0,test
anom_13_15.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0591885139017731,0,0,0.0015167208801810084,0,test
anom_13_16.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0878215685456094,0,0,0.0022504502641243567,0,test
anom_13_17.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0360751613084686,0,0,0.000924435279845964,0,test
anom_13_18.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.067319727874511,0,0,0.001725085327954408,0,test
anom_13_19.csv,anom,scenario_13,anom_scenario_13,0,0.027222708,1,0.1287144700976566,0,0,0.0035039564348432373,0,test
anom_13_2.csv,anom,scenario_13,anom_scenario_13,0,0.03286458,1,0.1303165367385982,0,0,0.004282798246968599,0,test
anom_13_20.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0638629821227244,0,0,0.0016365053296812182,0,test
anom_13_21.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0902032998355812,0,0,0.002311482740534826,0,test
anom_13_22.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0635871754624937,0,0,0.001629437713130495,0,test
anom_13_23.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.128341295188934,0,0,0.0032887786729292974,0,test
anom_13_24.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0512133195159044,0,0,0.0013123544744181657,0,test
anom_13_25.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0365850514324936,0,0,0.0009375013453158665,0,test
anom_13_26.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.1108708343254119,0,0,0.0028410936233931013,0,test
anom_13_27.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0923692095556315,0,0,0.002366984733749913,0,test
anom_13_28.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.0565080423886738,0,0,0.00144803310877666,0,test
anom_13_3.csv,anom,scenario_13,anom_scenario_13,0,0.03286458,1,0.1336205097944263,0,0,0.004391381933779706,0,test
anom_13_4.csv,anom,scenario_13,anom_scenario_13,0,0.03286458,1,0.1336726824850776,0,0,0.004393096567345431,0,test
anom_13_5.csv,anom,scenario_13,anom_scenario_13,0,0.027222708,1,0.1776256772412753,1,1,0.004835451944841483,1,test
anom_13_6.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.125751086894312,0,0,0.0032224039196960767,0,test
anom_13_7.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.1019529998182317,0,0,0.00261257182226314,0,test
anom_13_8.csv,anom,scenario_13,anom_scenario_13,0,0.027141575,1,0.1222647735563473,0,0,0.003318458521337617,0,test
anom_13_9.csv,anom,scenario_13,anom_scenario_13,0,0.025625257,1,0.1448777124882539,0,0,0.0037125286160836156,0,test
anom_17_1.csv,anom,scenario_17,anom_scenario_17,0,0.030946596,1,0.638601491324629,1,1,0.019762542357020796,1,test
anom_17_10.csv,anom,scenario_17,anom_scenario_17,0,0.025625257,1,0.0393923971314232,0,0,0.0010094403003387822,0,test
anom_17_11.csv,anom,scenario_17,anom_scenario_17,0,0.030946596,1,0.2585914164164301,1,1,0.00800252409290703,1,test
anom_17_12.csv,anom,scenario_17,anom_scenario_17,0,0.030946596,1,0.0667510485485113,0,0,0.0020657177320071657,0,test
anom_17_13.csv,anom,scenario_17,anom_scenario_17,0,0.025625257,1,0.0855324341870042,0,0,0.0021917906078775685,0,test
anom_17_14.csv,anom,scenario_17,anom_scenario_17,0,0.030946596,1,0.0942679286437553,0,0,0.002917271503495123,0,test
anom_17_15.csv,anom,scenario_17,anom_scenario_17,0,0.030276397,1,0.0642713972318377,0,0,0.001945906338335819,0,test
anom_17_16.csv,anom,scenario_17,anom_scenario_17,0,0.030946596,1,0.2693409211276968,1,1,0.008335184672406697,1,test
anom_17_17.csv,anom,scenario_17,anom_scenario_17,0,0.030946596,1,0.1592588766587861,0,0,0.0049285201153732834,1,test
anom_17_18.csv,anom,scenario_17,anom_scenario_17,0,0.025625257,1,0.0285836455329147,0,0,0.0007324632627778411,0,test
anom_17_2.csv,anom,scenario_17,anom_scenario_17,0,0.030946596,1,0.5583152535387051,1,1,0.017277956591899877,1,test
anom_17_3.csv,anom,scenario_17,anom_scenario_17,0,0.030946596,1,0.5799199424703139,1,1,0.017946548171972044,1,test
anom_17_4.csv,anom,scenario_17,anom_scenario_17,0,0.025625257,1,0.6055189763484717,1,1,0.015516579387306509,1,test
anom_17_5.csv,anom,scenario_17,anom_scenario_17,0,0.025625257,1,0.3107284720823456,1,1,0.00796249695432743,1,test
anom_17_6.csv,anom,scenario_17,anom_scenario_17,0,0.027865488,1,0.5331806722604485,1,1,0.014857339624705462,1,test
anom_17_7.csv,anom,scenario_17,anom_scenario_17,0,0.025625257,1,0.6408994163685642,1,1,0.016423212255594462,1,test
anom_17_8.csv,anom,scenario_17,anom_scenario_17,0,0.025625257,1,0.6652131017401552,1,1,0.017046256691858625,1,test
