case_id,dataset_type,scenario_id,group_id,label,cpu_usage_mean,cpu_usage_max,cpu_usage_std,cpu_usage_p95,cpu_usage_slope,mem_usage_mean,mem_usage_max,mem_usage_std,mem_usage_p95,mem_usage_slope,disk_io_mean,disk_io_max,disk_io_std,disk_io_p95,disk_io_slope,net_in_mean,net_in_max,net_in_std,net_in_p95,net_in_slope,net_out_mean,net_out_max,net_out_std,net_out_p95,net_out_slope,split
mali_1_1.csv,mali,scenario_1,mali_scenario_1,1,58.82155555555555,99.96,34.364953205104385,99.2775,1.2461288224883724,42.03811111111111,45.98,2.1440819488177123,45.1595,0.06288801086553893,14.54588888888889,33.91,8.541438304063446,31.238,-0.2669062847265095,0.6465555555555556,1.47,0.34298478726414633,1.2955,-0.00974828168086595,2.1211111111111114,3.2,0.6299874163973247,2.9355,0.018814997736346047,train
mali_1_10.csv,mali,scenario_1,mali_scenario_1,1,78.876,99.6,31.082672140852527,99.241,0.9666865868214181,46.809000000000005,49.3,2.988803093645393,49.041,0.0950020990245709,10.940333333333333,19.02,2.3975795144457432,16.065499999999997,-0.05113610733835452,0.9732222222222222,1.51,0.17773119317867114,1.2924999999999995,-0.000931226077293493,3.127444444444445,3.95,0.8618422404597603,3.8855,0.023654360620652754,train
mali_1_11.csv,mali,scenario_1,mali_scenario_1,1,76.0971111111111,99.51,33.83079593149269,99.185,1.072123142774828,45.13344444444445,49.43,5.159644435339137,49.211999999999996,0.1721334321109602,4.777222222222222,9.87,1.7046585395847687,8.517999999999999,-0.05175873564637607,0.9355555555555556,1.66,0.19130017068959357,1.3539999999999996,-0.004751203852327448,3.512,4.5,1.2311839556233135,4.4510000000000005,0.04016248919619707,train
mali_1_12.csv,mali,scenario_1,mali_scenario_1,1,72.97195652173913,99.98,34.57056453680925,99.889,1.0995155895997415,49.09315217391304,51.3,2.3567177442449934,51.039,0.07125680070280352,11.769673913043478,27.6,3.855954279939315,19.615000000000002,-0.07535463834902825,1.3809651998477945,2.51,0.45104372459070363,2.248,-0.013034169010295108,2.9866304347826085,3.95,0.9346060781213382,3.8845,0.026301419478137557,train
mali_1_13.csv,mali,scenario_1,mali_scenario_1,1,83.12022727272728,99.91,29.505462029985658,99.8665,0.8749961255327392,44.37897727272727,45.1,0.9471809835345653,45.0565,0.03010047198055724,5.4602272727272725,35.1,5.880799456417807,16.024999999999995,-0.1457389665739142,1.0238636363636362,5.62,0.6721306520127843,1.2554999999999994,-0.0027084287274136178,3.6777272727272727,5.1,1.1388012726362724,4.9559999999999995,0.04228470289880597,train
mali_1_14.csv,mali,scenario_1,mali_scenario_1,1,77.06433333333334,99.84,32.38033968112701,99.791,1.0414073342387948,50.70177777777778,54.68,3.865560580530049,54.463,0.13488480059266575,10.556222222222221,14.63,1.5657382060350011,13.1265,-0.0075303123842449665,1.081888888888889,1.34,0.14839133234662155,1.3055,0.0018613820636292537,3.4874444444444443,4.48,1.104787905936529,4.4055,0.03389068609293328,train
mali_1_15.csv,mali,scenario_1,mali_scenario_1,1,81.74636363636364,99.89,31.868971800740038,99.8565,0.9441173259131423,36.42227272727273,37.28,1.2624330889497615,37.24,0.038499700609348035,5.469318181818182,28.3,5.208268359051355,15.989999999999995,-0.144425169948223,0.9688636363636364,4.15,0.39021783429607215,1.2554999999999994,-0.0003659610439928139,3.680795454545455,5.05,1.0836615470177247,4.9094999999999995,0.04038929590363144,train
mali_1_16.csv,mali,scenario_1,mali_scenario_1,1,88.22727272727273,99.89,25.296169976203807,99.8565,0.6535576415061111,54.32352272727273,55.08,1.0712373764571999,55.04,0.03313999154661688,5.3545454545454545,35.9,6.0969166711102325,20.64499999999999,-0.14815258356521432,1.0170454545454546,6.72,0.6749817521431432,1.7019999999999993,-0.004022753689549505,4.641363636363637,6.05,1.1787780365073581,5.9094999999999995,0.04314113627558029,train
mali_1_17.csv,mali,scenario_1,mali_scenario_1,1,83.09056179775281,99.91,30.816518606081686,99.876,0.8791246169560778,51.967191011235954,52.6,0.7703953954774202,52.566,0.024858869594824647,7.139325842696629,52.1,8.097230418447916,18.999999999999996,-0.18030643513789582,1.1391011235955055,9.82,1.2558514319788265,1.2979999999999998,-0.00735410282601294,3.7596629213483146,5.1,1.074098405681166,4.976,0.03934729315628192,train
mali_1_18.csv,mali,scenario_1,mali_scenario_1,1,88.44244186046512,99.89,24.866243782475898,99.8575,0.6559200905703099,48.28999999999999,49.08,1.1221387142941108,49.03,0.035362611443936036,5.647674418604651,29.2,6.5268806484133,24.875,-0.16918816925326668,0.871279069767442,2.12,0.34997410496350567,1.815,-0.0021069861785933328,4.91,6.31,1.1740257538010976,6.172499999999999,0.043981319873578936,train
